time,memory_usage
2024-01-20 06:00:00,39.95838444522132
2024-01-20 06:00:10,38.02494308333892
2024-01-20 06:00:20,46.34121880179041
2024-01-20 06:00:30,34.538883769456135
2024-01-20 06:00:40,41.483879123184344
2024-01-20 06:00:50,41.957162561747936
2024-01-20 06:01:00,33.78198212168707
2024-01-20 06:01:10,37.58040121644273
2024-01-20 06:01:20,47.905667432174155
2024-01-20 06:01:30,35.67275476555512
2024-01-20 06:01:40,39.373970525589186
2024-01-20 06:01:50,34.545394301561586
2024-01-20 06:02:00,37.831621774928706
2024-01-20 06:02:10,35.31439905023289
2024-01-20 06:02:20,40.0949766410294
2024-01-20 06:02:30,38.94321674195759
2024-01-20 06:02:40,30.633942244943107
2024-01-20 06:02:50,30.0
2024-01-20 06:03:00,41.88270853595729
2024-01-20 06:03:10,35.493473990926276
2024-01-20 06:03:20,37.709013932078186
2024-01-20 06:03:30,42.50938679533721
2024-01-20 06:03:40,39.83976066861023
2024-01-20 06:03:50,33.96762110435173
2024-01-20 06:04:00,41.76555999976189
2024-01-20 06:04:10,33.096015688082815
2024-01-20 06:04:20,34.25792966982058
2024-01-20 06:04:30,45.217317838626165
2024-01-20 06:04:40,39.58706187794762
2024-01-20 06:04:50,48.872165225737184
2024-01-20 06:05:00,38.18754702933773
2024-01-20 06:05:10,35.95738778005166
2024-01-20 06:05:20,40.65320987953113
2024-01-20 06:05:30,44.1631557012522
2024-01-20 06:05:40,37.3701829053436
2024-01-20 06:05:50,39.66568905341369
2024-01-20 06:06:00,37.34435695671341
2024-01-20 06:06:10,42.00560812369328
2024-01-20 06:06:20,36.6343022007932
2024-01-20 06:06:30,35.26170976516725
2024-01-20 06:06:40,36.91851348400778
2024-01-20 06:06:50,40.09772801356724
2024-01-20 06:07:00,31.75143869658362
2024-01-20 06:07:10,38.41691820011519
2024-01-20 06:07:20,33.014671993622414
2024-01-20 06:07:30,40.031423255027576
2024-01-20 06:07:40,36.844075790705894
2024-01-20 06:07:50,39.45101693347867
2024-01-20 06:08:00,44.633128353779114
2024-01-20 06:08:10,47.09499821410291
2024-01-20 06:08:20,39.72815125642355
2024-01-20 06:08:30,42.28111267387728
2024-01-20 06:08:40,40.88883170500316
2024-01-20 06:08:50,37.44697188994825
2024-01-20 06:09:00,41.3378810416355
2024-01-20 06:09:10,42.49800027704663
2024-01-20 06:09:20,47.79308661433599
2024-01-20 06:09:30,46.25081541838276
2024-01-20 06:09:40,30.0
2024-01-20 06:09:50,50.0
2024-01-20 06:10:00,46.27874680023282
2024-01-20 06:10:10,43.60810508582563
2024-01-20 06:10:20,39.958490392074715
2024-01-20 06:10:30,39.781562917946694
2024-01-20 06:10:40,40.528809636538476
2024-01-20 06:10:50,34.92937210681821
2024-01-20 06:11:00,39.628661703180725
2024-01-20 06:11:10,40.37053094455312
2024-01-20 06:11:20,38.00528584910033
2024-01-20 06:11:30,35.849409254660436
2024-01-20 06:11:40,36.01713942642711
2024-01-20 06:11:50,38.01659752754513
2024-01-20 06:12:00,41.81019799406651
2024-01-20 06:12:10,34.52100636517343
2024-01-20 06:12:20,45.85750764222112
2024-01-20 06:12:30,37.444511952869554
2024-01-20 06:12:40,41.50504499445217
2024-01-20 06:12:50,32.39722150131846
2024-01-20 06:13:00,41.167525918749945
2024-01-20 06:13:10,49.59618419449813
2024-01-20 06:13:20,47.704747790745344
2024-01-20 06:13:30,39.55695634911989
2024-01-20 06:13:40,39.93040604954987
2024-01-20 06:13:50,35.85467923716228
2024-01-20 06:14:00,45.73541812305634
2024-01-20 06:14:10,47.966567362012604
2024-01-20 06:14:20,39.074364901541344
2024-01-20 06:14:30,46.98188421999771
2024-01-20 06:14:40,41.8562293325631
2024-01-20 06:14:50,32.75292854871316
2024-01-20 06:15:00,44.90476025943883
2024-01-20 06:15:10,36.262237653106155
2024-01-20 06:15:20,36.57184909056277
2024-01-20 06:15:30,39.12799332314393
2024-01-20 06:15:40,31.96360059279006
2024-01-20 06:15:50,41.724801489142465
2024-01-20 06:16:00,44.439880484067785
2024-01-20 06:16:10,39.97895042576355
2024-01-20 06:16:20,34.36937906055945
2024-01-20 06:16:30,38.36942436176665
2024-01-20 06:16:40,43.76745397371834
2024-01-20 06:16:50,30.853850408700808
2024-01-20 06:17:00,32.32247454421405
2024-01-20 06:17:10,45.5482983094062
2024-01-20 06:17:20,37.26609417604841
2024-01-20 06:17:30,31.447063300064436
2024-01-20 06:17:40,35.952287761792135
2024-01-20 06:17:50,34.5684198991297
2024-01-20 06:18:00,38.32622480900922
2024-01-20 06:18:10,36.569594055037136
2024-01-20 06:18:20,39.153533877349524
2024-01-20 06:18:30,36.96180303921199
2024-01-20 06:18:40,46.5102786520702
2024-01-20 06:18:50,40.69093166053037
2024-01-20 06:19:00,36.93751439698105
2024-01-20 06:19:10,35.215985459344424
2024-01-20 06:19:20,48.67066195847339
2024-01-20 06:19:30,40.17583283822381
2024-01-20 06:19:40,40.46386106019104
2024-01-20 06:19:50,42.58252864756907
2024-01-20 06:20:00,37.3912626540633
2024-01-20 06:20:10,46.86029435578901
2024-01-20 06:20:20,41.51318095201705
2024-01-20 06:20:30,40.67165889697495
2024-01-20 06:20:40,50.0
2024-01-20 06:20:50,42.871008763384566
2024-01-20 06:21:00,39.256739807460995
2024-01-20 06:21:10,48.225624658510085
2024-01-20 06:21:20,43.498984348132296
2024-01-20 06:21:30,45.3930431203296
2024-01-20 06:21:40,49.51306905897369
2024-01-20 06:21:50,41.78554510115639
2024-01-20 06:22:00,46.01335096152778
2024-01-20 06:22:10,46.20818016492123
2024-01-20 06:22:20,37.85825033301739
2024-01-20 06:22:30,42.65774762419946
2024-01-20 06:22:40,31.943794976148617
2024-01-20 06:22:50,41.77020782334651
2024-01-20 06:23:00,44.126586604556024
2024-01-20 06:23:10,42.77829795966758
2024-01-20 06:23:20,42.51997957187593
2024-01-20 06:23:30,44.318012540234555
2024-01-20 06:23:40,45.064870651835356
2024-01-20 06:23:50,50.0
2024-01-20 06:24:00,46.51716283448602
2024-01-20 06:24:10,35.78898137943207
2024-01-20 06:24:20,32.082497820807184
2024-01-20 06:24:30,31.722959072805182
2024-01-20 06:24:40,30.0
2024-01-20 06:24:50,42.894584064975746
2024-01-20 06:25:00,36.22325315192657
2024-01-20 06:25:10,40.53348896213039
2024-01-20 06:25:20,40.66105057085347
2024-01-20 06:25:30,40.944767110395304
2024-01-20 06:25:40,36.827085918404464
2024-01-20 06:25:50,38.767714327420364
2024-01-20 06:26:00,40.80552375737982
2024-01-20 06:26:10,47.41871213631115
2024-01-20 06:26:20,33.54621065951885
2024-01-20 06:26:30,41.16670284154997
2024-01-20 06:26:40,36.82334186235101
2024-01-20 06:26:50,42.029511920646755
2024-01-20 06:27:00,39.0024402975103
2024-01-20 06:27:10,35.10385200823932
2024-01-20 06:27:20,41.366504244113145
2024-01-20 06:27:30,37.35968200843135
2024-01-20 06:27:40,35.028487949060604
2024-01-20 06:27:50,40.5330085154302
2024-01-20 06:28:00,35.096896943030345
2024-01-20 06:28:10,36.88323493478043
2024-01-20 06:28:20,35.67846538544711
2024-01-20 06:28:30,33.345605632413736
2024-01-20 06:28:40,30.0
2024-01-20 06:28:50,41.26384062077857
2024-01-20 06:29:00,42.01965155776901
2024-01-20 06:29:10,44.82542513218536
2024-01-20 06:29:20,38.265108599500394
2024-01-20 06:29:30,43.98438081233118
2024-01-20 06:29:40,33.22483022910093
2024-01-20 06:29:50,30.0
2024-01-20 06:30:00,30.035837268647796
2024-01-20 06:30:10,38.52524878304762
2024-01-20 06:30:20,42.844032677044936
2024-01-20 06:30:30,44.78721860218095
2024-01-20 06:30:40,39.02185500215316
2024-01-20 06:30:50,45.570238715179656
2024-01-20 06:31:00,43.59888780888184
2024-01-20 06:31:10,36.873090872017094
2024-01-20 06:31:20,47.45898782579309
2024-01-20 06:31:30,37.454913671096946
2024-01-20 06:31:40,45.31434747478477
2024-01-20 06:31:50,49.26658783393779
2024-01-20 06:32:00,40.87107810645651
2024-01-20 06:32:10,46.82522811679501
2024-01-20 06:32:20,30.0
2024-01-20 06:32:30,42.22688121810319
2024-01-20 06:32:40,35.04707776824664
2024-01-20 06:32:50,45.339548799247396
2024-01-20 06:33:00,44.11666106006574
2024-01-20 06:33:10,47.180981568493515
2024-01-20 06:33:20,42.45519717612049
2024-01-20 06:33:30,30.0
2024-01-20 06:33:40,38.654720139497144
2024-01-20 06:33:50,44.32851712568358
2024-01-20 06:34:00,40.63616352737242
2024-01-20 06:34:10,35.908300266120676
2024-01-20 06:34:20,46.32656562885555
2024-01-20 06:34:30,40.51123403421688
2024-01-20 06:34:40,37.7009082277919
2024-01-20 06:34:50,33.86839394391826
2024-01-20 06:35:00,47.11307887104522
2024-01-20 06:35:10,42.036762792262955
2024-01-20 06:35:20,30.7491292078356
2024-01-20 06:35:30,46.48037281159285
2024-01-20 06:35:40,39.342625738604134
2024-01-20 06:35:50,50.0
2024-01-20 06:36:00,48.54568668751811
2024-01-20 06:36:10,31.681507366069287
2024-01-20 06:36:20,33.747032825998495
2024-01-20 06:36:30,40.27583332683358
2024-01-20 06:36:40,31.79480671163577
2024-01-20 06:36:50,34.18497926235611
2024-01-20 06:37:00,49.521569823151026
2024-01-20 06:37:10,40.86969298761001
2024-01-20 06:37:20,49.230874391846726
2024-01-20 06:37:30,41.09043595689293
2024-01-20 06:37:40,35.89210029531088
2024-01-20 06:37:50,33.99845811571134
2024-01-20 06:38:00,50.0
2024-01-20 06:38:10,36.69998526173535
2024-01-20 06:38:20,43.199356404805755
2024-01-20 06:38:30,37.33754737196709
2024-01-20 06:38:40,39.6079900362895
2024-01-20 06:38:50,40.88232977522821
2024-01-20 06:39:00,37.390816474716
2024-01-20 06:39:10,47.58093864040576
2024-01-20 06:39:20,45.33603081039409
2024-01-20 06:39:30,37.83749059117095
2024-01-20 06:39:40,48.33357452638242
2024-01-20 06:39:50,39.42372746960632
2024-01-20 06:40:00,43.06147622532125
2024-01-20 06:40:10,41.29988624107268
2024-01-20 06:40:20,33.6123638359179
2024-01-20 06:40:30,31.168357627969293
2024-01-20 06:40:40,33.29437698086555
2024-01-20 06:40:50,34.34175364455973
2024-01-20 06:41:00,41.35591059894999
2024-01-20 06:41:10,31.302203947369783
2024-01-20 06:41:20,30.0
2024-01-20 06:41:30,40.44960592789363
2024-01-20 06:41:40,50.0
2024-01-20 06:41:50,43.051502387780936
2024-01-20 06:42:00,43.41292999595847
2024-01-20 06:42:10,40.04986822985595
2024-01-20 06:42:20,42.210385349604636
2024-01-20 06:42:30,33.10731368343233
2024-01-20 06:42:40,35.13534286762991
2024-01-20 06:42:50,37.630623987301625
2024-01-20 06:43:00,37.734670993898696
2024-01-20 06:43:10,42.34563237209918
2024-01-20 06:43:20,36.654674038431786
2024-01-20 06:43:30,38.15003759912058
2024-01-20 06:43:40,39.05671166544085
2024-01-20 06:43:50,39.42744988004563
2024-01-20 06:44:00,41.86546500150691
2024-01-20 06:44:10,42.10261064695489
2024-01-20 06:44:20,44.42210377029365
2024-01-20 06:44:30,36.35902407532817
2024-01-20 06:44:40,43.762356520910714
2024-01-20 06:44:50,39.50215099841209
2024-01-20 06:45:00,50.0
2024-01-20 06:45:10,33.903298277843746
2024-01-20 06:45:20,45.95320216196965
2024-01-20 06:45:30,34.89245572544779
2024-01-20 06:45:40,41.78624620170249
2024-01-20 06:45:50,40.278617922985234
2024-01-20 06:46:00,45.380122875704664
2024-01-20 06:46:10,40.96569625054823
2024-01-20 06:46:20,50.0
2024-01-20 06:46:30,41.98371304123316
2024-01-20 06:46:40,38.86417186905455
2024-01-20 06:46:50,49.94215187655076
2024-01-20 06:47:00,37.82291359939365
2024-01-20 06:47:10,43.53912735628894
2024-01-20 06:47:20,44.36443595734973
2024-01-20 06:47:30,39.562057344917555
2024-01-20 06:47:40,30.0
2024-01-20 06:47:50,36.1945774567706
2024-01-20 06:48:00,35.7933657396814
2024-01-20 06:48:10,39.5492104201669
2024-01-20 06:48:20,34.44604812486773
2024-01-20 06:48:30,37.10020635505089
2024-01-20 06:48:40,32.363496557025584
2024-01-20 06:48:50,40.45812741713794
2024-01-20 06:49:00,43.57958453066596
2024-01-20 06:49:10,41.2725654231758
2024-01-20 06:49:20,32.43285188833034
2024-01-20 06:49:30,43.71756415235444
2024-01-20 06:49:40,50.0
2024-01-20 06:49:50,43.55549907750005
2024-01-20 06:50:00,47.71136903467219
2024-01-20 06:50:10,47.651986224545404
2024-01-20 06:50:20,37.06971785769
2024-01-20 06:50:30,39.795816707021935
2024-01-20 06:50:40,41.14692388447038
2024-01-20 06:50:50,49.66645409915945
2024-01-20 06:51:00,38.03278083263745
2024-01-20 06:51:10,38.99160696481474
2024-01-20 06:51:20,47.508752568376956
2024-01-20 06:51:30,36.44838382559993
2024-01-20 06:51:40,38.9338171494985
2024-01-20 06:51:50,41.17547151382772
2024-01-20 06:52:00,43.67867022016571
2024-01-20 06:52:10,39.62830930893092
2024-01-20 06:52:20,33.951474804421416
2024-01-20 06:52:30,46.26691087614479
2024-01-20 06:52:40,33.81181112452828
2024-01-20 06:52:50,47.94563980199954
2024-01-20 06:53:00,30.0
2024-01-20 06:53:10,33.01302313447719
2024-01-20 06:53:20,44.79811319936611
2024-01-20 06:53:30,40.688154736375445
2024-01-20 06:53:40,36.88465560230749
2024-01-20 06:53:50,38.69357210000617
2024-01-20 06:54:00,41.89758281874218
2024-01-20 06:54:10,40.04754698253375
2024-01-20 06:54:20,38.267023887226955
2024-01-20 06:54:30,38.49631451779975
2024-01-20 06:54:40,40.894399023982544
2024-01-20 06:54:50,40.23197583180866
2024-01-20 06:55:00,40.78498383451551
2024-01-20 06:55:10,39.28934634994243
2024-01-20 06:55:20,41.68490560396362
2024-01-20 06:55:30,36.758094493123444
2024-01-20 06:55:40,37.60107632779668
2024-01-20 06:55:50,47.31601767931655
2024-01-20 06:56:00,40.77446439958068
2024-01-20 06:56:10,40.61695865508202
2024-01-20 06:56:20,42.2782984130945
2024-01-20 06:56:30,39.54303121589624
2024-01-20 06:56:40,43.299981024667964
2024-01-20 06:56:50,40.24524914303397
2024-01-20 06:57:00,36.05271059205286
2024-01-20 06:57:10,39.81276186185773
2024-01-20 06:57:20,37.562201227565566
2024-01-20 06:57:30,39.888735171141185
2024-01-20 06:57:40,40.71214437254715
2024-01-20 06:57:50,37.53948486071782
2024-01-20 06:58:00,30.0
2024-01-20 06:58:10,42.95857128426065
2024-01-20 06:58:20,36.26972978158082
2024-01-20 06:58:30,48.35795508582919
2024-01-20 06:58:40,37.48086058591582
2024-01-20 06:58:50,30.569549979915138
2024-01-20 06:59:00,48.60617542968811
2024-01-20 06:59:10,37.03242755648144
2024-01-20 06:59:20,40.75578229640862
2024-01-20 06:59:30,30.0
2024-01-20 06:59:40,30.0
2024-01-20 06:59:50,46.44863860296036
2024-01-20 07:00:00,39.209004788088954
2024-01-20 07:00:10,39.24224551739215
2024-01-20 07:00:20,30.0
2024-01-20 07:00:30,42.11801438247331
2024-01-20 07:00:40,36.601813173968864
2024-01-20 07:00:50,50.0
2024-01-20 07:01:00,41.76658805198668
2024-01-20 07:01:10,43.409742852983086
2024-01-20 07:01:20,35.8514078750403
2024-01-20 07:01:30,40.72276912082202
2024-01-20 07:01:40,45.53509290796528
2024-01-20 07:01:50,41.51426106291215
2024-01-20 07:02:00,36.267981478940435
2024-01-20 07:02:10,41.9272418708187
2024-01-20 07:02:20,41.88468018671585
2024-01-20 07:02:30,42.70871367790552
2024-01-20 07:02:40,41.80857842970542
2024-01-20 07:02:50,38.48393803944333
2024-01-20 07:03:00,42.85170958902631
2024-01-20 07:03:10,35.895715894141645
2024-01-20 07:03:20,46.3429476164026
2024-01-20 07:03:30,41.709148230997705
2024-01-20 07:03:40,34.74207271115981
2024-01-20 07:03:50,37.76877656754376
2024-01-20 07:04:00,43.84962541212681
2024-01-20 07:04:10,32.83207945555483
2024-01-20 07:04:20,33.71560756157052
2024-01-20 07:04:30,32.60938192841674
2024-01-20 07:04:40,39.821772986532984
2024-01-20 07:04:50,39.42016467717666
2024-01-20 07:05:00,44.65620368756367
2024-01-20 07:05:10,42.83912801209001
2024-01-20 07:05:20,39.23318312828384
2024-01-20 07:05:30,37.33536229375459
2024-01-20 07:05:40,35.31165777974835
2024-01-20 07:05:50,49.16455999204343
2024-01-20 07:06:00,42.41143961623857
2024-01-20 07:06:10,36.97543079586632
2024-01-20 07:06:20,42.94718500434559
2024-01-20 07:06:30,43.92236100823862
2024-01-20 07:06:40,41.91653543412086
2024-01-20 07:06:50,41.846953557367485
2024-01-20 07:07:00,41.183256711561626
2024-01-20 07:07:10,39.633243734021804
2024-01-20 07:07:20,36.486162363274985
2024-01-20 07:07:30,30.0
2024-01-20 07:07:40,43.638621109188485
2024-01-20 07:07:50,50.0
2024-01-20 07:08:00,37.516849262338596
2024-01-20 07:08:10,44.339956522285085
2024-01-20 07:08:20,38.72439564408891
2024-01-20 07:08:30,42.73439851005553
2024-01-20 07:08:40,33.18433827829511
2024-01-20 07:08:50,42.31114441644662
2024-01-20 07:09:00,38.41403743812926
2024-01-20 07:09:10,32.05211869450662
2024-01-20 07:09:20,40.58197375230515
2024-01-20 07:09:30,32.93236610184522
2024-01-20 07:09:40,45.43741745810442
2024-01-20 07:09:50,45.95586491498318
2024-01-20 07:10:00,40.11953722110849
2024-01-20 07:10:10,40.76386185906424
2024-01-20 07:10:20,41.743621229875615
2024-01-20 07:10:30,42.302451555565334
2024-01-20 07:10:40,40.5734540349997
2024-01-20 07:10:50,32.88965030586651
2024-01-20 07:11:00,44.928711555085165
2024-01-20 07:11:10,35.95645347552804
2024-01-20 07:11:20,35.488863267150734
2024-01-20 07:11:30,42.92705658720469
2024-01-20 07:11:40,39.321094139219014
2024-01-20 07:11:50,34.72901108768111
2024-01-20 07:12:00,34.1687307088447
2024-01-20 07:12:10,44.10233812973488
2024-01-20 07:12:20,39.85618931033655
2024-01-20 07:12:30,40.51984642885023
2024-01-20 07:12:40,38.09738276585152
2024-01-20 07:12:50,34.38668557137815
2024-01-20 07:13:00,43.58724689821696
2024-01-20 07:13:10,35.07225826184665
2024-01-20 07:13:20,41.219296402573654
2024-01-20 07:13:30,50.0
2024-01-20 07:13:40,49.832147978113525
2024-01-20 07:13:50,42.14797861107785
2024-01-20 07:14:00,48.72769124158861
2024-01-20 07:14:10,37.157449139522576
2024-01-20 07:14:20,32.93529588601318
2024-01-20 07:14:30,39.69521670081974
2024-01-20 07:14:40,41.680901419082524
2024-01-20 07:14:50,34.87924888709294
2024-01-20 07:15:00,41.374884263363235
2024-01-20 07:15:10,39.60250038208207
2024-01-20 07:15:20,31.51164293365501
2024-01-20 07:15:30,44.398979805176936
2024-01-20 07:15:40,36.18811003895266
2024-01-20 07:15:50,39.42528197270773
2024-01-20 07:16:00,38.30061473313871
2024-01-20 07:16:10,44.93381097967111
2024-01-20 07:16:20,49.1533741695569
2024-01-20 07:16:30,44.582124545768245
2024-01-20 07:16:40,35.713447284642015
2024-01-20 07:16:50,34.07619063157811
2024-01-20 07:17:00,49.91619160225126
2024-01-20 07:17:10,46.36639498922584
2024-01-20 07:17:20,38.19189756232531
2024-01-20 07:17:30,33.83943067588362
2024-01-20 07:17:40,44.60056639082716
2024-01-20 07:17:50,40.47036019932597
2024-01-20 07:18:00,42.5513377064055
2024-01-20 07:18:10,44.73836717075106
2024-01-20 07:18:20,38.07775534744941
2024-01-20 07:18:30,38.04308368966411
2024-01-20 07:18:40,49.55374675860233
2024-01-20 07:18:50,45.442963646952094
2024-01-20 07:19:00,33.04637202496713
2024-01-20 07:19:10,42.052168859341926
2024-01-20 07:19:20,33.52813963447799
2024-01-20 07:19:30,35.640689891221434
2024-01-20 07:19:40,40.28920477514572
2024-01-20 07:19:50,45.57268065869061
2024-01-20 07:20:00,36.34056771774539
2024-01-20 07:20:10,38.30673535105177
2024-01-20 07:20:20,40.235646581064785
2024-01-20 07:20:30,31.150395037195203
2024-01-20 07:20:40,38.24126307688268
2024-01-20 07:20:50,30.0
2024-01-20 07:21:00,39.19716763619111
2024-01-20 07:21:10,39.64285885316647
2024-01-20 07:21:20,40.913113566606164
2024-01-20 07:21:30,36.25483916880228
2024-01-20 07:21:40,35.22054096430892
2024-01-20 07:21:50,41.0898030304338
2024-01-20 07:22:00,33.10698975349383
2024-01-20 07:22:10,44.14131944973122
2024-01-20 07:22:20,41.61874265292785
2024-01-20 07:22:30,45.54567485312751
2024-01-20 07:22:40,36.884430552609516
2024-01-20 07:22:50,36.64153178596858
2024-01-20 07:23:00,40.86249612135041
2024-01-20 07:23:10,43.790819841637294
2024-01-20 07:23:20,38.763876536160396
2024-01-20 07:23:30,38.41659368898189
2024-01-20 07:23:40,38.744434988235064
2024-01-20 07:23:50,44.73704436665309
2024-01-20 07:24:00,40.590402841906446
2024-01-20 07:24:10,37.988576791557904
